,link,meal-category,ingredients,total-time,servings,cook-time,prep-time
167,https://www.allrecipes.com/recipe/215622/tangy-apple-chicken-loaf,['MAIN DISHES'],"['3 tablespoons butter', '2 stalks celery, finely chopped', '1 onion, chopped', '1 teaspoon salt, divided', '1 carrot, grated', '1 apple, peeled, cored, and chopped', '1 ½ pounds ground chicken', '⅔ cup applesauce, divided', '½ cup dry bread crumbs', '1 large egg', '2 tablespoons milk', '2 teaspoons poultry seasoning', '1 teaspoon ground sage', '¼ teaspoon ground black pepper', '1 tablespoon Dijon mustard', '2 teaspoons honey']",['5 mins'],['1 hr 45 mins'],['1 hr 20 mins'],['20 mins']
168,https://www.allrecipes.com/recipe/279519/bread-and-butter-pudding,['DESSERTS'],"['8 slices stale bread', '½ cup butter, softened', '½ cup white sugar', '½ cup dried currants or raisins', '1 ¾ cups milk', '2 eggs', '1 pinch ground nutmeg']",['45 mins'],['6'],['30 mins'],['15 mins']
169,https://www.allrecipes.com/recipe/230546/tomalito-sweet-corn-pudding-or-cake,['VEGETABLES'],"['½ cup butter, softened', '⅓ cup masa harina', '¼ cup water', '2 cups frozen corn, thawed', '¼ cup cornmeal', '⅓ cup white sugar', '2 tablespoons heavy cream', '½ teaspoon baking powder', '¼ teaspoon salt']",['10 mins'],['1 hr 30 mins'],['50 mins'],['30 mins']
170,https://www.allrecipes.com/recipe/218436/sweet-washington-cherry-pie,['PIES'],"['2 cups pitted fresh dark sweet cherries, such as Bing or Lambert', '⅓ cup bottled cherry juice', '⅓ cup brown sugar', '⅓ cup white sugar', '¼ cup all-purpose flour', '¼ teaspoon almond extract', '1 pastry dough for a double-crust 9-inch pie', '1 tablespoon butter, cut into small chunks']",['15 mins'],['1 hr 30 mins'],['35 mins'],['40 mins']
171,https://www.allrecipes.com/recipe/234629/classic-cocktail-meatballs,['TRUSTED BRANDS: RECIPES AND TIPS'],"['2 pounds lean ground beef', '1 (6 ounce) package stuffing mix for chicken (such as Stove Top)', '1 cup water', '2 large eggs', '1 (12 ounce) jar grape jelly', '1 (12 ounce) bottle chili sauce']",['35 mins'],['25'],['15 mins'],['20 mins']
172,https://www.allrecipes.com/recipe/281843/butterscotch-cake-with-caramel-icing,['DESSERTS'],"['2 cups brown sugar', '½ cup unsalted butter, softened', '1 teaspoon vanilla extract', '2 large eggs', '2 cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon baking powder', '½ teaspoon salt', '1 cup buttermilk', '1 ½ cups brown sugar', '¼ cup unsalted butter', '¼ cup milk', '1 tablespoon all-purpose flour', '2 tablespoons unsalted butter', '1 teaspoon vanilla extract']",['35 mins'],['1 hr 20 mins'],['25 mins'],['20 mins']
173,https://www.allrecipes.com/recipe/239402/banana-oat-cottage-cheese-pancakes,['BREAKFAST AND BRUNCH'],"['½ cup gluten-free oats', '1 scoop protein powder (Optional)', '2 tablespoons brown sugar', '1 teaspoon ground cinnamon', '1 teaspoon baking powder', '1 banana', '½ cup cottage cheese', '2 large eggs', '1 teaspoon vanilla extract', 'water as needed']",['20 mins'],['5'],['10 mins'],['10 mins']
174,https://www.allrecipes.com/recipe/214943/bacon-and-blue-brussels-sprouts,['SIDE DISH'],"['4 strips bacon', '1 small red onion, thinly sliced', '¼ teaspoon salt', '¾ cup water', '1 teaspoon Dijon mustard', '1 pound Brussels sprouts, trimmed, halved lengthwise, and thinly sliced', '1 tablespoon apple cider vinegar', '½ cup crumbled Gorgonzola cheese, or to taste']",['30 mins'],['6'],['20 mins'],['10 mins']
175,https://www.allrecipes.com/recipe/235982/quick-potato-nachos,['APPETIZERS AND SNACKS'],"['1 ½ pounds russet potatoes, cut into 1/2-inch wedges', '1 ½ tablespoons vegetable oil', '1 teaspoon Mexican-style seasoning blend', '½ teaspoon garlic salt', '1 cup shredded Mexican cheese blend', '¼ cup rinsed and drained canned black beans', '¼ cup diced tomatoes', '¼ cup sliced black olives', '¼ cup sliced green onions', '3 tablespoons canned chopped green chiles']",['35 mins'],['4'],['25 mins'],['10 mins']
176,https://www.allrecipes.com/recipe/266826/air-fryer-potato-wedges,['SIDE DISH'],"['2 medium russet potatoes', '1 ½ tablespoons olive oil', '½ teaspoon ground paprika', '½ teaspoon parsley flakes', '½ teaspoon chili powder', '½ teaspoon sea salt', '⅛ teaspoon ground black pepper']",['35 mins'],['4'],['30 mins'],['5 mins']
177,https://www.allrecipes.com/recipe/233295/fondant-potatoes,['SIDE DISH'],"['3 large whole russet potatoes', '2 tablespoons high-heat-resistant vegetable oil, such as grapeseed oil', 'salt and ground black pepper to taste', '3 tablespoons butter', '4 sprigs thyme, plus more for garnish', '½ cup chicken broth, or more as needed']",['10 mins'],['1 hr 5 mins'],['40 mins'],['15 mins']
178,https://www.allrecipes.com/recipe/24972/davids-yellow-cake,['DESSERTS'],"['1 ½ cups white sugar', '1 cup butter', '8 large egg yolks', '1 ½ teaspoons vanilla extract', '2 cups cake flour', '2 teaspoons baking powder', '½ teaspoon salt', '¾ cup milk']",['15 mins'],['1 hr'],['25 mins'],['20 mins']
179,https://www.allrecipes.com/recipe/266085/spanish-garlic-shrimp-gambas-al-ajillo,['APPETIZERS AND SNACKS'],"['1 pound frozen large shrimp (21-25 count) - thawed, peeled, and deveined', '1 teaspoon hot smoked paprika (Optional)', 'kosher salt to taste', '4 cloves garlic', '¼ cup extra-virgin olive oil', '2 tablespoons dry sherry', '1 tablespoon chopped Italian flat-leaf parsley']",['20 mins'],['4'],['5 mins'],['15 mins']
180,https://www.allrecipes.com/recipe/270658/german-potato-salad-with-chopped-ham,['SALAD'],"['3 pounds red potatoes, peeled and cubed (such as Black Gold Farms)', '1 tablespoon neutral cooking oil', '1 (16 ounce) package sliced ham (such as Farmland), cut into strips about ½-inch wide', '1 cup diced white onion', '½ cup white vinegar', '½ cup Dijon mustard', '¼ cup white sugar', '¼ cup minced fresh chives', 'salt and ground black pepper to taste']",['5 mins'],['40 mins'],['25 mins'],['10 mins']
181,https://www.allrecipes.com/recipe/271097/cherimoya-almond-cake,['DESSERTS'],"['6 tablespoons unsalted butter, at room temperature', '¾ cup white sugar', '4 medium eggs', '7 ounces almond meal', '2 cups cherimoya pulp, seeds removed (about 2 small cherimoya)', '1 teaspoon ground cinnamon', '¼ cup sliced almonds', ""2 tablespoons confectioners' sugar""]",['5 mins'],['1 hr 10 mins'],['45 mins'],['20 mins']
182,https://www.allrecipes.com/recipe/262241/homemade-maple-yogurt-recipe,['EVERYDAY COOKING'],"['1 quart whole milk', '½ cup powdered milk', '¼ cup white sugar', '2 tablespoons plain yogurt, room temperature', '½ cup heavy cream, room temperature (Optional)', '¾ teaspoon maple-flavored extract']",['3 hrs 30 mins'],['11 hrs 45 mins'],['8 hrs 5 mins'],['10 mins']
183,https://www.allrecipes.com/recipe/277896/chocolate-spelt-muffins,['QUICK BREAD RECIPES'],"['1 ⅓ cups spelt flour', '¾ cup unsweetened cocoa powder', '2 teaspoons baking powder', '¼ teaspoon baking soda', '⅛ teaspoon salt', '1 ½ cups white sugar', '3 tablespoons coconut oil, melted', '2 large eggs', '¾ teaspoon vanilla extract', '1 cup coconut milk', '1 cup chocolate chips']",['35 mins'],['12'],['20 mins'],['15 mins']
184,https://www.allrecipes.com/recipe/179528/glorified-baked-cabbage,['SIDE DISH'],"['1 head cabbage, finely chopped', '6 tablespoons margarine', '1 onion, minced', '8 ounces processed cheese food (such as Velveeta), cut into chunks', '1 (10.5 ounce) can cream of mushroom soup', '¾ cup bread crumbs', 'salt and ground black pepper to taste']",['50 mins'],['10'],['35 mins'],['15 mins']
185,https://www.allrecipes.com/recipe/184585/crusted-salmon-with-honey-mustard-sauce,['SEAFOOD MAIN DISHES'],"['1 (1.5 pound) skinless center-cut salmon fillet, cut into 4 pieces', '1 cup milk', '¼ cup fine bread crumbs', '2 tablespoons grated Parmesan cheese', '1 large egg', '¼ cup butter, melted', '1 tablespoon prepared yellow mustard', '1 tablespoon honey']",['10 mins'],['40 mins'],['15 mins'],['15 mins']
186,https://www.allrecipes.com/recipe/283299/sheet-pan-dinner-with-sausage-and-roasted-vegetables,['EVERYDAY COOKING'],"['1 head cauliflower, broken into florets', '1 head broccoli, broken into florets', '2 medium potatoes, peeled and cubed', '2 large bell peppers (any color), chopped', '½ large onion, chopped', '½ cup baby carrots', '1 teaspoon garlic powder, or to taste', '1 teaspoon dried parsley, or to taste', '1 teaspoon dried cilantro, or to taste', '1 teaspoon dried Italian seasoning, or to taste', 'salt and freshly ground black pepper to taste', '1 (12 ounce) package apple chicken sausage (such as Aidells), thinly sliced and quartered', '1 (12 ounce) package Italian sausage (such as Aidells), thinly sliced and quartered', '2 tablespoons olive oil, or as needed']",['1 hr'],['6'],['30 mins'],['30 mins']
187,https://www.allrecipes.com/recipe/77885/blue-cheese-walnut-toasts,['APPETIZERS AND SNACKS'],"['½ cup unsalted butter, softened, divided', '1 French baguette, cut into ⅓-inch thick slices', '4 ounces crumbled blue cheese', 'salt and ground black pepper to taste', '½ cup chopped walnuts', '½ cup chopped fresh parsley']",['30 mins'],['20'],['15 mins'],['15 mins']
188,https://www.allrecipes.com/recipe/282337/instant-pot-cabbage-roll-casserole,['MAIN DISHES'],"['1 pound ground turkey', '⅔ cup chopped onion', '1 large head cabbage, cut into 1-inch chunks', '1 (28 ounce) can Italian-style diced tomatoes', '1 (14.5 ounce) can chicken broth', '¾ cup water', '¾ cup uncooked long-grain white rice', '2 tablespoons Worcestershire sauce', '1 ½ teaspoons dried basil, divided', '½ teaspoon salt', '½ teaspoon ground black pepper', '2 cups shredded Cheddar cheese, divided', '1 (15 ounce) can tomato sauce', '1 teaspoon white sugar']",['10 mins'],['1 hr 15 mins'],['50 mins'],['15 mins']
189,https://www.allrecipes.com/recipe/231943/best-ever-salmon-sauce,['SIDE DISH'],"['1 cup butter', '¼ cup low-sodium soy sauce', '2 tablespoons Dijon mustard', '3 cloves garlic, minced', '2 teaspoons ketchup', '1 teaspoon Worcestershire sauce']",['15 mins'],['8'],['10 mins'],['5 mins']
190,https://www.allrecipes.com/recipe/16485/barbs-broccoli-cauliflower-salad,['SALAD'],"['12 slices bacon', '1 head cauliflower, chopped', '1 head fresh broccoli, diced', '¾ cup sunflower seeds', '½ red onion, diced', '1 cup creamy salad dressing', '1 ½ tablespoons white wine vinegar', '¼ cup white sugar']",['25 mins'],['8'],['15 mins'],['10 mins']
191,https://www.allrecipes.com/recipe/213200/sourdough-cheese-bread,['APPETIZERS AND SNACKS'],"['1 (1 ½) pound round loaf sourdough bread', '1 cup butter', '1 tablespoon Dijon mustard', '1 tablespoon poppy seeds', '1 tablespoon seasoned salt (such as Spice Islands Beau Monde Seasoning)', '1 tablespoon minced onion', '1 teaspoon lemon juice', '1 pound Swiss cheese, sliced']",['45 mins'],['35'],['30 mins'],['15 mins']
192,https://www.allrecipes.com/recipe/233523/mojitos-by-the-pitcher,['DRINKS RECIPES'],"['1/2 cup white sugar', '36 leaves fresh mint, or to taste', '3 medium limes, quartered', '1 cup rum (such as Bacardi)', '1 liter club soda']",['6'],[None],['10 mins'],['10 mins']
193,https://www.allrecipes.com/recipe/222011/mexican-lasagna-lite,['GLOBAL CUISINES'],"['1 pound 99%-lean ground turkey', '¾ cup water', '1 envelope taco seasoning mix', '12 corn tortillas', '1 (4 ounce) can chopped green chiles, drained', '2 (10 ounce) cans enchilada sauce, divided', '1 (8 ounce) carton nonfat sour cream, divided', '1 (16 ounce) can nonfat spicy refried beans, divided', '1 (8 ounce) package shredded low-fat Mexican cheese blend, divided']",['1 hr'],['6'],['35 mins'],['25 mins']
194,https://www.allrecipes.com/recipe/215811/persimmon-upside-down-cake,['DESSERTS'],"['¼ cup brown sugar', '3 tablespoons margarine', '4 large ripe persimmons, peeled and sliced', '1 cup white sugar', '½ cup butter, softened', '2 cups persimmon pulp', '2 cups sifted all-purpose flour', '2 teaspoons baking powder', '1 teaspoon baking soda', '½ teaspoon ground cinnamon', '½ teaspoon ground nutmeg', '½ teaspoon ground cloves', '¼ teaspoon salt', '½ cup chopped pecans', '½ teaspoon minced lemon zest']",['10 mins'],['1 hr 10 mins'],['35 mins'],['25 mins']
195,https://www.allrecipes.com/recipe/229377/caramel-graham-crackers,['DESSERTS'],"['½ cup butter', '½ cup margarine', '1 cup brown sugar', '24 graham crackers, broken into rectangles', '1 cup chopped pecans']",['30 mins'],['48'],['20 mins'],['10 mins']
196,https://www.allrecipes.com/recipe/271008/jelly-bean-cookies,['DESSERTS'],"['½ cup butter', '⅓ cup white sugar', '⅓ cup brown sugar', '1 large egg', '½ teaspoon salt', '½ teaspoon baking soda', '½ teaspoon baking powder', '½ teaspoon vanilla extract', '1 ¼ cups all-purpose flour', '½ cup rolled oats', '1 cup jelly beans, halved']",['20 mins'],['36'],['10 mins'],['10 mins']
197,https://www.allrecipes.com/recipe/237290/slow-cooker-ropa-vieja,['GLOBAL CUISINES'],"['1 tablespoon avocado oil', '2 pounds beef sirloin tip roast', '1 (28 ounce) can fire-roasted diced tomatoes, drained', '1 cup beef broth', '3 bell peppers, seeded and sliced into strips', '2 onions, sliced', '1 (6 ounce) can tomato paste', '2 tablespoons minced garlic', '1 tablespoon olive oil', '1 tablespoon red wine vinegar', '1 teaspoon ground cumin', '1 teaspoon salt', '¼ cup chopped fresh cilantro']",['10 hrs 30 mins'],['6'],['10 hrs 15 mins'],['15 mins']
198,https://www.allrecipes.com/recipe/283411/green-papaya-salad-som-tam-malakor,['GLOBAL CUISINES'],"['¼ cup peanuts', '2 Thai chiles, chopped', '3 cloves garlic', '1 tablespoon dried shrimp', '1 tablespoon white sugar', '2 medium limes, juiced', '2 tablespoons fish sauce', '1 medium green papaya, peeled, seeded, and sliced', '1 cup cherry tomatoes, halved', '½ medium carrot, peeled and shredded', '¼ cup fresh green beans, cut into 1-inch pieces', 'salt and ground black pepper to taste']",['5 mins'],['35 mins'],['10 mins'],['20 mins']
199,https://www.allrecipes.com/recipe/214216/pork-chops-with-blackberry-port-sauce,['PORK'],"['6 (4 ounce) boneless pork loin chops', '½ teaspoon salt', '½ teaspoon ground black pepper', '2 teaspoons olive oil, divided', '2 shallots, minced', '2 teaspoons dried thyme leaves', '¾ cup sweet port wine', '¾ cup blackberry juice', '¾ cup chicken broth', '1 tablespoon balsamic vinegar', '2 teaspoons cornstarch', '2 teaspoons water', '2 cups fresh blackberries']",['30 mins'],['6'],['15 mins'],['15 mins']
200,https://www.allrecipes.com/recipe/93037/fresh-cranberry-salsa,['FRUITS'],"['1 (12 ounce) bag fresh cranberries', '6 tablespoons white sugar', '2 tablespoons brandy-based orange liqueur (such as Grand Marnier®)', '½ cucumber - peeled, seeded, and diced', '1 rib celery, chopped or more to taste', '4 slices pickled jalapeño pepper, finely chopped']",['8'],[None],['15 mins'],['15 mins']
201,https://www.allrecipes.com/recipe/276077/homemade-eggnog,['DRINKS RECIPES'],"['12 large egg yolks', '1 cup white sugar', '4 cups whole milk', '2 cups heavy cream', '1 teaspoon ground nutmeg', '½ teaspoon vanilla extract', '7 tablespoons whipped cream, or to taste', '7 pinches ground cinnamon']",['6 hrs'],['6 hrs 25 mins'],['10 mins'],['15 mins']
202,https://www.allrecipes.com/recipe/212789/best-ever-rugelach,['DESSERTS'],"['1 ¼ cups unsalted butter, softened, divided', '1 cup cottage cheese', '2 cups all-purpose flour', '¾ cup brown sugar', '¾ cup chopped pecans', '½ cup raisins (Optional)', '¼ teaspoon ground cinnamon', '3 tablespoons orange marmalade (Optional)', '1 large egg white', '2 tablespoons water']",['2 hrs'],['3 hrs 10 mins'],['20 mins'],['50 mins']
203,https://www.allrecipes.com/recipe/13849/oven-roasted-red-potatoes,['SIDE DISH'],"['2 pounds red potatoes, halved', '⅓ cup olive oil', '1 (1 ounce) envelope dry onion soup mix']",['55 mins'],['8'],['40 mins'],['15 mins']
204,https://www.allrecipes.com/recipe/273556/portobello-mushroom-gratin,['SIDE DISH'],"['4 tablespoons butter', '2 leeks, diced', '1 celery root, chopped', '3 large portobello mushroom caps, diced', '1 tablespoon chopped fresh tarragon, divided', '1 tablespoon chopped fresh chives, divided', '1 cup panko bread crumbs', '1 cup grated Gruyere cheese', '1 ½ tablespoons all-purpose flour', '¾ cup heavy cream', '2 tablespoons water, or as needed']",['1 hr'],['6'],['35 mins'],['25 mins']
205,https://www.allrecipes.com/recipe/223217/carrot-and-zucchini-casserole,['SIDE DISH'],"['2 cups sliced carrots', '2 cups peeled and sliced zucchini', '¼ cup chopped onion', '2 tablespoons butter', '2 tablespoons all-purpose flour', '1 ½ cups half-and-half', '2 cubes chicken bouillon', '½ cup shredded Colby-Jack cheese', '½ teaspoon dry mustard', '½ teaspoon dried dill weed', 'seasoned dry bread crumbs', '¼ cup butter, melted']",['1 hr 25 mins'],['6'],['1 hr 5 mins'],['20 mins']
206,https://www.allrecipes.com/recipe/34615/easy-apple-coleslaw,['SALAD'],"['3 cups chopped cabbage', '1 unpeeled red apple, cored and chopped', '1 unpeeled Granny Smith apple, cored and chopped', '1 carrot, grated', '½ cup finely chopped red bell pepper', '2 green onions, finely chopped', '⅓ cup mayonnaise', '⅓ cup brown sugar', '1 tablespoon lemon juice, or to taste']",['6'],[None],['25 mins'],['25 mins']
207,https://www.allrecipes.com/recipe/89261/lemon-garlic-tilapia,['SEAFOOD'],"['nonstick cooking spray', '4 tilapia fillets', '3 tablespoons fresh lemon juice', '1 tablespoon butter, melted', '1 clove garlic, finely chopped', '1 teaspoon dried parsley flakes', '1 dash pepper to taste']",['40 mins'],['4'],['30 mins'],['10 mins']
208,https://www.allrecipes.com/recipe/216804/charlies-sweet-island-brussels-sprouts,['SIDE DISH'],"['¼ cup butter', '2 tablespoons olive oil', '2 pounds Brussels sprouts, trimmed and halved lengthwise', '1 tablespoon jerk seasoning', '1 tablespoon curry powder', '1 tablespoon brown sugar', '2 teaspoons garlic powder']",['25 mins'],['6'],['10 mins'],['15 mins']
209,https://www.allrecipes.com/recipe/30918/irish-boiled-dinner-corned-beef,['BEEF'],"['1 (5 ½ pound) corned beef brisket', '2 large onions', '10 carrots, cut into 1-inch pieces', '2 heads cabbage, cored and cut into wedges', '15 small white potatoes']",['4 hrs 45 mins'],['6'],['4 hrs 30 mins'],['15 mins']
210,https://www.allrecipes.com/recipe/257883/irresistible-oatmeal-cream-pies,['DESSERTS'],"['1 cup butter, softened', '¾ cup tightly packed dark brown sugar', '½ cup white sugar', '2 large eggs', '1 tablespoon molasses', '1 ½ teaspoons vanilla extract', '1 ½ cups all-purpose flour', '1 teaspoon ground cinnamon', '1 teaspoon baking soda', '½ teaspoon salt', '1 ½ cups rolled oats', ""1 cup cinnamon chips (such as Hershey's)"", ""2 cups confectioners' sugar"", '½ cup butter, softened', '1 tablespoon heavy cream, more as needed', '1 teaspoon vanilla extract']",['40 mins'],['15'],['10 mins'],['30 mins']
211,https://www.allrecipes.com/recipe/277597/cranberry-curd,['DESSERTS'],"['1 (12 ounce) bag fresh cranberries', '¾ cup water', '½ cup white sugar', '3 egg yolks', '2 tablespoons butter']",['30 mins'],['16'],['20 mins'],['10 mins']
212,https://www.allrecipes.com/recipe/17747/sweet-and-sour-chicken-iii,['MAIN DISHES'],"['2 tablespoons vegetable oil', '1 pound skinless, boneless chicken breast meat - cubed', '1 cup carrot strips', '½ cup sliced green bell pepper', '½ cup sliced red bell pepper', '1 clove garlic, minced', '¼ cup low sodium soy sauce', '1 tablespoon cornstarch', '1 (8 ounce) can pineapple chunks, juice reserved', '1 tablespoon vinegar', '1 tablespoon brown sugar', '½ teaspoon ground ginger']",['20 mins'],['4'],['10 mins'],['10 mins']
213,https://www.allrecipes.com/recipe/107344/sweet-baby-carrots,['VEGETABLES'],"['1 (16 ounce) package baby carrots', '½ cup butter', '½ cup brown sugar', '3 tablespoons honey']",['25 mins'],['4'],['20 mins'],['5 mins']
214,https://www.allrecipes.com/recipe/8378855/korean-style-cream-cheese-garlic-bread,['BREAD'],"['1 cup warm water (100 to 110 degrees F/40 to 45 degrees C)', '2 teaspoons active dry yeast', '1 teaspoon white sugar', '3 cups all-purpose flour, divided', '2 teaspoons kosher salt', '2 tablespoons all-purpose flour for dusting', '1 (8 ounce) package cream cheese, at room temperature', '1 tablespoon white sugar', '1 teaspoon kosher salt', '½ teaspoon freshly ground black pepper', '1 pinch cayenne pepper', '2 tablespoons chopped Italian parsley', '¾ cup thinly sliced green onion', '¼ cup heavy cream', '½ cup unsalted butter, melted', '8 cloves garlic, finely minced', '1 pinch salt', '1 tablespoon chopped Italian parsley', '1 large egg', '6 tablespoons grated Parmigiano-Reggiano cheese']",['2 hrs 30 mins'],['3 hrs 35 mins'],['35 mins'],['30 mins']
215,https://www.allrecipes.com/recipe/26924/restaurant-style-chicken-nachos,['APPETIZERS AND SNACKS'],"['3 tablespoons canola oil', '6 green onions, sliced, white parts and tops separated', '2 cloves garlic, crushed', '1 shredded, cooked, whole chicken breast', 'salt and pepper to taste', '1 cup salsa', '½ (12 ounce) package tortilla chips', '1 (8 ounce) package shredded Cheddar/Monterey Jack cheese blend', '½ large tomato, diced']",['30 mins'],['6'],['15 mins'],['15 mins']
216,https://www.allrecipes.com/recipe/11836/stuffed-shells-i,['GLOBAL CUISINES'],"['1 (16 ounce) package jumbo pasta shells', '4 cups large curd cottage cheese', '12 ounces mozzarella cheese, shredded', '¾ cup grated Parmesan cheese, divided', '2 large eggs, lightly beaten', '1 pinch garlic powder', '1 teaspoon dried oregano', '1 teaspoon dried parsley', '1 (26 ounce) jar spaghetti sauce']",['10 mins'],['1 hr'],['25 mins'],['25 mins']
217,https://www.allrecipes.com/recipe/275704/instant-pot-cheesy-mexican-lentils-and-rice,['SIDE DISH'],"['3 cups chicken broth', '1 (10 ounce) can diced tomatoes with green chile peppers', '1 small onion, chopped', '¾ cup brown lentils', '¾ cup brown rice', '2 jalapeño peppers, seeded and chopped', '2 cloves garlic, minced', '1 tablespoon taco seasoning', '1 teaspoon dried Mexican oregano', '1 teaspoon ground cumin', '2 cups shredded Mexican cheese blend, divided', '1 tablespoon chopped fresh cilantro, or to taste']",['15 mins'],['45 mins'],['20 mins'],['10 mins']
218,https://www.allrecipes.com/recipe/17830/chocolate-chip-muffins-i,['QUICK BREAD RECIPES'],"['1 ½ cups all-purpose flour', '1 ½ teaspoons baking powder', '½ cup white sugar', '½ teaspoon salt', '1 cup milk', '1 large egg', '⅓ cup butter, melted', '1 cup semisweet chocolate chips']",['25 mins'],['8'],['15 mins'],['10 mins']
219,https://www.allrecipes.com/recipe/255557/pink-champagne-mocktail,['DRINKS RECIPES'],"['2 quarts ginger ale', '1 (46 fluid ounce) bottle cranberry juice', '1 (46 fluid ounce) can pineapple juice', '1 (12 fluid ounce) can frozen orange juice concentrate', 'ice cubes']",['20'],['1 1/2 gallons'],['5 mins'],['5 mins']
220,https://www.allrecipes.com/recipe/228415/jumbo-whole-wheat-blueberry-muffins,['QUICK BREAD RECIPES'],"['1 ½ cups whole wheat flour', '½ cup white sugar', '2 teaspoons baking powder', '½ teaspoon ground cinnamon (Optional)', '¼ teaspoon salt', '1 cup skim milk', '1 large egg', '2 tablespoons butter, softened', '1 tablespoon vegetable oil', '2 cups fresh blueberries', '½ cup brown sugar for topping (Optional)', '½ teaspoon ground cinnamon for topping (Optional)']",['35 mins'],['6'],['20 mins'],['15 mins']
221,https://www.allrecipes.com/recipe/283534/easy-crab-puffs,['APPETIZERS AND SNACKS'],"['1 cup water', '½ cup salted butter', '1 cup all-purpose flour', '4 large eggs, beaten', '1 (8 ounce) package cream cheese, softened', '¼ cup sour cream', '¼ cup finely chopped celery', '2 tablespoons minced onion', '¼ teaspoon garlic powder', '1 dash soy sauce', '1 (12 ounce) package imitation crabmeat']",['40 mins'],['12'],['25 mins'],['15 mins']
222,https://www.allrecipes.com/recipe/36996/grilled-rock-lobster-tails,['SEAFOOD'],"['1 tablespoon lemon juice', '½ cup olive oil', '1 teaspoon salt', '1 teaspoon paprika', '⅛ teaspoon white pepper', '⅛ teaspoon garlic powder', '2 (10 ounce) rock lobster tails']",['25 mins'],['2'],['10 mins'],['15 mins']
223,https://www.allrecipes.com/recipe/268301/sugared-cranberries,['FRUITS'],"['1 cup sugar, plus extra for coating', '2 tablespoons water', '7 ounces fresh cranberries']",['11 hrs'],['11 hrs 20 mins'],['5 mins'],['15 mins']
224,https://www.allrecipes.com/recipe/278876/spicy-tuna-rice-bowl,['MAIN DISHES'],"['1 cup uncooked long-grain rice', '1 ½ cups water', '1 (7 ounce) jar tuna packed in olive oil', '½ cup finely diced red bell pepper', '¼ cup finely diced jalapeno pepper', '¼ cup finely sliced green onions', '⅓ cup seasoned rice vinegar', '½ lemon, juiced, or to taste', '2 tablespoons soy sauce', '2 teaspoons Sriracha hot sauce', '½ teaspoon sesame oil', '1 pinch Korean red pepper flakes (gochugaru), or to taste', '1 teaspoon finely sliced green onion, or to taste']",['10 mins'],['40 mins'],['20 mins'],['10 mins']
225,https://www.allrecipes.com/recipe/14126/country-fried-squash,['SIDE DISH'],"['½ cup milk', '1 large egg, beaten', '½ cup all-purpose flour', '½ cup cornmeal', '1 pinch garlic salt', '1 pinch ground black pepper', '1 pinch salt', '1 cup oil for frying', '6 pounds yellow squash, sliced']",['40 mins'],['4'],['15 mins'],['25 mins']
226,https://www.allrecipes.com/recipe/268909/fresh-spinach-gratin,['SIDE DISH'],"['1 tablespoon olive oil', '1 small onion, diced', '1 teaspoon salt', '½ teaspoon ground black pepper', '½ teaspoon dried thyme', '2 tablespoons all-purpose flour', '1 ½ pounds baby spinach, roughly chopped', '1 cup half-and-half', '1 ½ cups shredded Swiss cheese, divided', '¾ cup dry bread crumbs', '3 tablespoons butter, melted']",['5 mins'],['45 mins'],['30 mins'],['10 mins']
227,https://www.allrecipes.com/recipe/233517/maritime-donair-sauce,['SIDE DISH'],"['⅔ cup sweetened condensed milk', '¼ cup white vinegar', '½ teaspoon garlic powder']",['1 hr 5 mins'],['6'],['1 hr'],['5 mins']
228,https://www.allrecipes.com/recipe/240181/grandmas-carrot-salad,['SALAD'],"['1 pound shredded carrots', '1 ¼ cups raisins', '2 tablespoons mayonnaise, or more to taste', '1 teaspoon lemon juice', '¼ teaspoon salt']",['35 mins'],['6'],['30 mins'],['5 mins']
229,https://www.allrecipes.com/recipe/223272/herbs-de-provence,['INGREDIENTS'],"['2 tablespoons dried rosemary', '1 tablespoon fennel seed', '2 tablespoons dried savory', '2 tablespoons dried thyme', '2 tablespoons dried basil', '2 tablespoons dried marjoram', '2 tablespoons dried lavender flowers', '2 tablespoons dried Italian parsley', '1 tablespoon dried oregano', '1 tablespoon dried tarragon', '1 teaspoon bay powder']",['48'],['1 cup'],['5 mins'],['5 mins']
230,https://www.allrecipes.com/recipe/277019/baked-pork-chops-with-cream-of-mushroom-soup,['PORK'],"['½ yellow onion, sliced', '4 boneless pork chops', '26 ounces condensed cream of mushroom soup', '¼ cup water', '2 cubes beef bouillon']",['1 hr 10 mins'],['4'],['1 hr'],['10 mins']
231,https://www.allrecipes.com/recipe/215011/raisin-tea-biscuits,['BREAD'],"['⅔ cup raisins', '1 cup hot water', '3 ¼ cups all-purpose flour', '3 tablespoons white sugar', '1 tablespoon baking powder', '½ teaspoon salt', '¾ cup cold unsalted butter, cut into pieces', '1 cup milk', '1 egg', '1 tablespoon water']",['30 mins'],['8'],['15 mins'],['15 mins']
232,https://www.allrecipes.com/recipe/268693/slow-cooker-cheesy-hash-brown-potatoes,['SIDE DISH'],"['1 (30 ounce) package frozen shredded hash brown potatoes', '½ cup butter, melted', '2 (10.5 ounce) cans condensed cream of chicken soup', '¾ cup sour cream', '2 cups shredded Cheddar cheese']",['4 hrs 10 mins'],['10'],['4 hrs'],['10 mins']
